Line Item Quantity,Line Item Value,Pack Price,Unit Price,LineItemInsurance,Delay,Shipment Mode Binary
0.01616820619864051,2.0932112593130547e-05,0.0002826486480540513,0.0,2.197439083873043e-05,3.225266829794797,0
2.4912490290629474e-05,0.000895250353982191,3.9288162079505895,0.5444139017421128,0.0009668731969054156,4.223836987062225,0
0.005954085179468549,7.728780034355065e-06,0.0002826486480540513,0.0,0.0,2.433297394720629,0
0.0001245624514533139,0.0013044248503022438,1.908161023012549,0.09791616937807784,0.0014283354045194208,4.223836987062225,1
0.014922581684107317,0.002801682762462232,0.04098405396782989,0.003916646775123128,0.003054440326587582,4.223836987062225,1
0.1369439591277763,0.00017705346928759136,0.0002826486480540513,0.0,0.00019776951754885141,3.47777882358656,0
0.00034877486406925673,0.002226597121404217,1.3027276188808825,0.9008287582783161,0.0024391573831024083,2.857976657006777,0
0.00047333731552257063,0.00033298160648115305,0.14612935104391767,0.035249820976108015,0.0004394878167751637,4.223836987062225,1
0.0024663365387756486,0.00613793947730229,0.5387283231909226,0.2506653936078793,0.006702189205821829,3.0301439255011613,1
0.016666456004453767,0.0033011551721839894,0.04324524315226197,0.003916646775123128,0.00360380009755662,3.0301439255011613,1
0.000722462218429254,0.0033794090700320356,0.9887049708928893,0.22716551295714058,0.003691697660911708,2.1578297651296148,1
0.0012207120242425096,0.0022429563724769563,0.393729566739221,0.023499880650738714,0.0024391573831024083,3.1793555581962942,1
0.00022421241261594282,0.001030504004583821,0.9044756737727977,0.6266634840196983,0.0011206939327767507,4.223836987062225,0
0.00019929992232531335,0.0014607394264975482,1.4245491861921562,0.6579966582206831,0.001955720784649617,2.180785400928866,0
0.001968086732962393,0.005894482906219356,0.6467001067475503,0.29766515490935663,0.007888806311114827,1.6987170491445904,1
0.0029645863445889042,0.008841724359329117,0.6467001067475503,0.29766515490935663,0.011822222271252847,4.223836987062225,1
0.014922581684107317,0.0027630388622903457,0.0404187566717219,0.003916646775123128,0.003691697660911708,1.6987170491445904,1
0.0001494749417439989,0.0002941766900585452,0.3688564857104691,0.08616622905270849,0.00039553903509770283,1.6987170491445904,1
0.0009715871213358818,0.004429879089704658,0.9720287006577035,0.043083114526354244,0.005933085526465154,1.6987170491445904,1
0.002665636461100962,0.013042316308013835,1.059932430202497,0.5874970162684671,0.017447666325975386,2.892410110705654,0
0.07533537063896589,0.15303870057448493,0.4440410260928329,0.20366563230640192,0.20466947627221044,2.857976657006777,0
0.08716880352703094,0.16050099871392814,0.402491674828895,0.18408239843078633,0.21466782410384622,1.7790617744419697,0
0.025086877722697964,0.011556071907402876,0.10062291870722379,0.003916646775123128,0.015447996759648253,1.7790617744419697,0
0.02389107818874614,0.0037098144165017,0.03391783776647994,0.003916646775123128,0.004966212329559738,2.6972872064120184,0
0.04481757003290332,0.0338520565505781,0.1650668104635356,0.007833293550246256,0.04526724512784552,0.3213789011895174,0
0.02987007585850532,0.010897579848473782,0.07970691875122787,0.019583233875615585,0.01456902112609787,2.731720660110895,0
0.008594809150278826,0.006295413370502767,0.15969648615050963,0.007833293550246256,0.008416191691245078,3.47777882358656,0
0.13201128605022494,0.05359264888838666,0.08875167548895585,0.03916646775123114,0.07168046291603503,3.9942806290697126,1
0.008495159189116197,0.00622263402517903,0.15969648615050963,0.007833293550246256,0.00832829412788999,4.13201444386522,0
0.06723881129450032,0.03434476627776972,0.11164621598132973,0.027416527425861842,0.04592647685300838,4.223836987062225,1
0.09302323874533686,0.4327643431474888,1.0169698356982892,0.11749940325369342,0.5788054546929378,3.397434098289181,0
0.14945002925368928,0.25968700915511966,0.37987978298457503,0.08616622905270849,0.34730524720660144,3.569601366783565,0
0.29075367418233167,0.11276290070158324,0.08479459441619985,0.019583233875615585,0.15081024432640971,3.4663010056869346,0
0.000722462218429254,0.003477951015470382,1.0175351329943974,0.04699976130147737,0.004658570857817124,3.0645773792000384,1
0.001968086732962393,0.009068435240337513,0.9949232411500775,0.45824767268940425,0.012129863742995517,3.902458085872708,1
