Line Item Quantity,Line Item Value,Pack Price,Unit Price,LineItemInsurance,Delay,Shipment Mode
-0.5438458372744946,-0.5871194778625392,-0.8049775571919511,-0.7082979213205194,-0.5784650607308047,-1.030158318527553,0
-0.5612216204033206,-0.5871446847335035,-0.8049775571919511,-0.7082979213205194,-0.5785036778279934,-1.915960287970461,0
-0.5711385307744065,-0.584669124084122,2.51282619987175,-0.15709165760622146,-0.5759935665107294,0.08672242555263553,1
-0.5459648352170344,-0.5818106649167764,-0.7341977437079256,-0.6862496707719474,-0.5731359013187675,0.08672242555263553,1
-0.33838779676584146,-0.5868214219834302,-0.8049775571919511,-0.7082979213205194,-0.5781561239532953,-0.747728705081988,0
-0.5707571111447494,-0.582908577847702,1.459976474296869,4.362799704851021,-0.5742171800400503,-1.440965028993829,0
-0.5705452113504954,-0.5865237349853598,-0.5513498922075261,-0.5098636663833721,-0.5777313358842199,0.08672242555263553,1
-0.5671548146424318,-0.5754413189853226,0.1313803920238044,0.7027901137880832,-0.566725463185447,-1.248399383462762,1
-0.5429982380974787,-0.5808571074322507,-0.7302655318477019,-0.6862496707719474,-0.5721704738890505,-1.248399383462762,1
-0.5701214117619874,-0.5807077106116578,0.9138905522083098,0.5705006104966517,-0.5720160055002957,-2.224065320820168,1
-0.5692738125849716,-0.5828773459197756,-0.12077269351303685,-0.5760084180290879,-0.5742171800400503,-1.0815091573358373,1
-0.5709690109390033,-0.5851920744363706,0.7674156604149792,2.8194221664509875,-0.5765342058713709,0.08672242555263553,0
-0.5710113908978541,-0.5843706993239746,1.6718243882664179,2.995808170839562,-0.5750667561782012,-2.1983899014160255,0
-0.5680024138194477,-0.5759061090938341,0.3191435083494835,0.9673691203709462,-0.5646401399372586,-2.737573708903013,1
-0.566307215465416,-0.5702794436532292,0.3191435083494835,0.9673691203709462,-0.5577276795404855,0.08672242555263553,1
-0.5459648352170344,-0.5818844411244766,-0.7351807966729815,-0.6862496707719474,-0.5720160055002957,-2.737573708903013,1
-0.5710961508155558,-0.5865978185939255,-0.1640270239754969,-0.22323640925193722,-0.5778085700785972,-2.737573708903013,1
-0.5696976121734795,-0.578702227365673,0.8848904897391606,-0.4657671652862283,-0.5680770615870508,-2.737573708903013,1
-0.5668157749716255,-0.5622599698762135,1.0377552258053548,2.598939660965268,-0.5478417026601843,-1.4024518998876156,0
-0.443193435003857,-0.29498875043450756,-0.03328097962306067,0.4382111072052203,-0.21882403461266112,-1.440965028993829,0
-0.4230629545497295,-0.2807422573267264,-0.1055353725546702,0.3279698544623606,-0.20125325539181335,-2.6477097409885153,0
-0.5286738120059101,-0.5650974028243647,-0.6304856558945269,-0.6862496707719474,-0.5513558585043539,-2.6477097409885153,0
-0.5307080500307483,-0.5800769240358208,-0.7464859057711245,-0.6862496707719474,-0.5697762138633525,-1.6206929648228248,0
-0.5205368599065575,-0.5663545494035767,-0.6668586156015957,-0.5980566685776598,-0.5529005423919009,-1.5821798357166115,0
-0.5567293447651362,-0.5751406809389441,-0.5277566210461841,-0.6642014202233755,-0.5637133296047303,-0.747728705081988,0
-0.34677902861829885,-0.4848441359294317,-0.651129768160701,-0.48781541583480015,-0.45253470679853086,-0.1700317684887871,1
-0.5568988646005395,-0.5752796261301129,-0.5277566210461841,-0.6642014202233755,-0.5638677979934851,-0.015979252063933524,0
-0.45696692163036534,-0.521590835381458,-0.6113161230759366,-0.5539601674805159,-0.4977939447036596,0.08672242555263553,1
-0.4131036642197927,0.23904371041317643,0.9630432004611054,-0.046850404863361915,0.4386706621217437,-0.8375926729964859,0
-0.3171130574227425,-0.09138332422945183,-0.1448574911569067,-0.22323640925193722,0.03183954323903763,-0.645027027465419,0
-0.07673393082103436,-0.37188046590575236,-0.6580111389160924,-0.5980566685776598,-0.3134745398221071,-0.7605664147840592,0
-0.5701214117619874,-0.5805195812820222,0.9640262534261614,-0.44371891473765634,-0.570316853223994,-1.2098862543565487,1
-0.5680024138194477,-0.5698466232347212,0.9247041348239251,1.8713473928623945,-0.557187040179844,-0.27273344610535616,1
-0.5290128516767165,-0.4656131377889033,0.1662787722832893,0.019294346782353887,-0.4288624262218722,-0.19570718789292935,1
-0.5692738125849716,-0.5841469114939505,-0.32377313079708253,-0.44371891473765634,-0.5747964364978805,0.08672242555263553,1
-0.35949301627353725,-0.33324632514006164,-0.39946820910638775,-0.3996224136405125,-0.2658982760856577,-1.543666706610398,1
-0.5518980294561456,-0.5697101372504758,-0.5021972439547305,-0.6421531696748035,-0.5570325717910893,-1.6463683842269672,1
-0.5021439577653126,-0.587058981372225,-0.8049775571919511,-0.7082979213205194,-0.5783878265364274,-0.25989573640328506,0
-0.5544408269871933,-0.4902666871953991,1.1311452574856664,-0.22323640925193722,-0.48111135871815147,0.08672242555263553,1
-0.5711385307744065,-0.5868687617167045,-0.4181462154424501,-0.5098636663833721,-0.578194741050484,0.08672242555263553,1
-0.5502028311021139,-0.5199923508812861,0.26851628064910416,0.9012243687252304,-0.5110009919421871,0.08672242555263553,1
-0.5235034570261131,-0.5870899673794591,-0.8049775571919511,-0.7082979213205194,-0.5784264436336161,0.08672242555263553,0
-0.5429982380974787,-0.43479128261693684,1.0126873751964292,-0.24528465980050915,-0.42538688747489134,-1.248399383462762,1
-0.5290128516767165,-0.4849179121371319,0.011939456769511164,-0.09094690596050566,-0.47574358220892543,-1.1713731252503352,1
-0.5701214117619874,-0.5844795192303325,-0.09128110456135952,-0.5760084180290879,-0.5758004810247861,-1.248399383462762,1
-0.5692738125849716,-0.5830802304909513,-0.15321344135988194,-0.22323640925193722,-0.5744102655259937,-1.0044828991234105,1
-0.5607978208148126,-0.582763607599571,-0.6648925096714838,-0.48781541583480015,-0.5741013287484843,-1.0815091573358373,1
-0.5688500129964635,-0.5804199834016269,0.09254979990409593,0.6366453621423674,-0.571745685819975,-1.0815091573358373,1
-0.5708842510213017,-0.5862342863304826,-0.18909487458442273,-0.5760084180290879,-0.5775768674954651,-1.0815091573358373,1
-0.5586788228722729,-0.5436314774319038,0.35453341509149644,1.0335138720166621,-0.534750506713223,-0.05449238117014692,1
